TARGET,FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,pH,Sulphates,Alcohol,LabelAppeal,AcidIndex,STARS
4,17.9,0.53,0.38,14.3,-0.308,44.0,560.0,1.03276,3.54,0.44,9.0,0,8,2.0
4,3.7,-0.34,-2.17,-6.3,-0.309,47.0,37.0,0.973,3.69,0.46,11.1,0,7,1.0
4,3.9,1.08,1.88,10.5,0.303,313.0,105.0,0.99407,1.61,-0.33,14.8,0,9,1.0
4,8.2,0.15,0.38,15.3,-0.596,-199.0,120.0,1.00248,3.18,1.34,9.8,0,8,3.0
5,7.5,0.24,0.27,-60.6,0.018,225.0,123.0,0.9851,2.78,0.37,2.9,1,7,2.0
4,6.2,-0.45,0.49,1.6,0.065,17.0,-251.0,0.9937,2.64,0.52,9.2,0,7,3.0
5,-13.3,2.35,0.32,-42.2,0.058,24.0,142.0,0.99596,3.36,-0.09,8.8,1,7,3.0
3,5.8,0.33,0.2,15.35,0.047,26.0,22.0,0.95599,2.67,-0.36,15.4,0,6,1.0
5,5.2,0.37,0.46,35.8,0.028,13.0,81.0,0.9902,2.88,0.38,11.7,1,6,2.0
7,6.8,0.39,-1.72,-47.3,0.02,38.0,133.0,1.04263,3.64,0.84,12.0,2,8,4.0
5,6.4,0.22,0.14,1.2,0.457,313.0,96.0,0.98961,3.06,0.74,15.1,1,7,4.0
0,6.3,2.69,0.45,8.3,0.322,-186.0,196.0,1.02417,3.18,0.48,8.7,0,7,1.0
3,-4.1,1.33,0.28,26.05,-0.257,27.0,505.0,1.00295,4.24,0.09,9.1,-1,8,3.0
5,7.1,0.45,0.27,10.4,0.601,-243.0,114.0,0.9526,3.04,1.91,6.2,0,8,2.0
4,18.3,-0.58,0.34,14.2,0.042,184.0,105.0,0.9983,2.2,3.88,9.4,1,8,2.0
3,19.0,-0.88,1.45,8.9,0.039,130.0,118.0,1.02714,3.93,0.61,10.4,0,8,1.0
3,6.3,0.4,-1.89,10.6,0.049,38.0,456.0,0.9981,4.28,0.59,5.6,-1,7,2.0
4,7.1,1.66,0.37,-37.6,0.019,176.0,114.0,0.99036,3.31,0.49,17.8,-1,8,1.0
3,7.6,0.2,0.34,9.3,0.062,40.0,126.0,0.94613,2.75,-0.75,13.5,0,8,1.0
4,7.9,1.55,0.24,29.4,0.031,-180.0,140.0,0.97539,3.34,0.09,17.2,0,6,1.0
4,6.8,0.18,-1.26,13.1,0.047,-202.0,437.0,0.9952,2.74,1.91,15.2,0,7,3.0
2,5.5,1.48,0.35,0.9,-0.023,32.0,191.0,0.99527,3.16,0.5,9.5,-1,7,1.0
4,6.4,-0.78,0.52,3.6,0.197,116.0,191.0,0.90864,3.01,0.38,9.1,1,7,1.0
4,6.3,0.6,-0.52,64.7,0.048,35.0,26.0,0.96653,3.55,0.51,15.7,1,7,3.0
4,7.0,0.85,0.76,70.3,-0.489,232.0,-281.0,0.99436,3.2,0.58,9.9,1,8,2.0
4,13.6,0.2,0.38,4.7,0.34,27.0,103.0,0.994,3.37,0.58,12.6,0,7,2.0
4,7.8,1.63,3.5,13.7,0.044,66.0,184.0,0.98255,3.78,1.42,7.0,1,8,3.0
5,1.8,0.31,0.24,-57.3,0.037,-175.0,150.0,0.9913,3.69,0.15,16.6,0,8,3.0
6,10.9,0.53,1.71,-53.2,-0.428,-184.0,17.0,1.0002,3.07,0.56,16.6,2,12,3.0
0,7.6,0.36,0.44,-1.8,0.178,211.0,158.0,1.03964,4.24,-0.88,7.8,0,8,1.0
3,1.0,-1.06,0.17,-12.8,0.213,59.0,186.0,0.99754,3.08,0.49,13.5,0,7,1.0
5,10.2,-0.06,0.25,1.6,0.046,155.0,362.0,0.99098,3.2,0.42,11.0,0,8,3.0
3,-3.8,2.27,-1.12,-59.9,0.042,21.0,144.0,0.99304,3.68,0.07,9.6,0,8,1.0
0,7.4,1.18,0.97,-49.9,-0.898,11.0,37.0,0.9979,3.08,-0.85,9.7,0,8,1.0
5,-2.1,0.43,1.84,67.8,-0.34,143.0,118.0,0.99452,3.03,0.37,-0.9,1,7,2.0
2,13.4,0.88,-1.01,-57.8,0.61,51.0,188.0,1.07576,3.46,0.62,3.1,-1,8,1.0
5,7.0,0.36,0.32,10.05,0.045,37.0,7.0,1.00012,3.09,0.81,11.7,-1,8,2.0
3,-1.9,-0.07,-0.58,11.0,0.538,-42.0,178.0,0.9976,4.3,1.89,-4.4,0,8,2.0
3,3.9,-0.84,1.2,2.0,0.074,24.0,199.0,0.93519,3.25,0.54,9.4,0,9,3.0
3,11.9,0.26,0.51,2.2,-0.065,-372.0,154.0,1.02925,3.37,0.06,13.0,-1,7,2.0
4,-7.3,0.16,1.05,37.6,-0.467,29.0,144.0,0.99474,3.68,0.46,13.5,0,7,2.0
3,7.5,-0.65,0.51,51.3,0.039,617.0,204.0,0.96355,3.06,-1.12,9.5,0,8,1.0
3,7.7,-2.49,0.86,26.7,-0.35,46.0,195.0,1.01047,3.03,-0.58,21.9,0,8,2.0
4,15.9,1.57,0.29,4.2,0.043,215.0,-187.0,0.9902,3.77,1.77,12.5,0,7,2.0
4,14.9,-0.225,0.87,-17.4,0.036,-71.0,139.0,1.00173,3.36,-0.91,10.8,-1,6,3.0
4,-4.2,0.36,0.3,-44.2,0.044,-210.0,434.0,0.96593,4.25,0.51,7.5,1,7,1.0
3,-1.2,-1.11,1.35,14.95,0.269,47.0,178.0,0.97872,3.04,1.81,2.3,1,8,3.0
4,7.3,1.46,0.39,22.1,0.024,-502.0,-294.0,1.02159,3.17,-1.94,16.5,1,8,3.0
5,1.0,1.06,1.7,-56.1,-0.006,233.0,118.0,1.0441,2.84,0.35,10.1,1,9,1.0
4,10.7,1.34,0.58,16.0,0.044,41.0,36.0,0.99862,1.18,0.46,3.2,0,6,2.0
5,6.4,0.01,0.74,7.8,0.045,52.0,630.0,1.00177,4.29,1.4,9.2,1,7,2.0
6,-3.8,0.26,-0.14,3.2,0.368,125.0,347.0,0.96871,3.03,0.32,11.3,1,9,2.0
4,-1.4,-0.99,0.22,13.7,0.047,173.5,328.5,0.9934,3.3,2.3,15.1,0,7,3.0
3,5.7,0.995,-1.02,12.6,0.034,121.0,115.0,0.9964,5.29,0.63,6.5,-1,6,2.0
6,12.3,0.71,0.29,-28.4,-0.305,51.0,149.0,0.97082,2.49,0.88,5.6,2,7,4.0
5,8.1,0.31,0.49,3.95,-0.081,93.0,478.0,1.01859,3.08,1.2,7.4,0,8,2.0
5,6.8,0.03,-1.21,9.8,0.039,55.0,113.0,1.03176,3.11,0.75,8.7,0,7,2.0
5,6.3,-1.07,0.36,2.1,0.818,-150.0,-130.0,0.9914,3.27,1.0,12.0,0,7,4.0
6,6.5,-0.84,-0.96,2.9,0.03,16.0,390.0,0.9902,3.37,-0.14,10.9,1,7,2.0
0,-0.6,1.18,-0.35,-54.0,0.039,31.0,55.0,1.05163,3.27,-2.96,21.5,-1,8,1.0
3,8.8,-0.76,0.41,-25.2,0.568,-272.0,21.0,0.99551,3.21,0.75,15.7,-1,10,2.0
3,8.1,1.11,0.77,34.7,0.036,-111.0,219.0,1.0003,5.01,-1.29,5.6,0,8,3.0
4,6.5,0.27,1.77,6.6,-0.387,95.0,-150.0,0.95869,2.7,-0.08,10.1,0,7,2.0
4,12.2,-0.83,2.13,-23.2,0.036,-87.0,349.0,0.98522,3.13,2.17,10.8,0,9,3.0
4,1.1,0.93,-0.07,1.7,-0.003,53.0,-663.0,0.99207,3.13,1.31,18.5,0,7,1.0
5,4.1,0.69,2.1,-38.7,0.219,18.0,425.0,0.97167,3.76,0.36,-1.7,1,7,2.0
4,7.0,0.29,0.54,39.5,0.046,-182.0,492.0,0.9966,2.21,-0.02,9.5,1,8,2.0
3,16.3,-1.0,0.24,72.6,-0.175,152.0,470.0,1.00236,3.34,-0.64,11.6,0,6,2.0
0,4.5,0.22,0.33,-74.6,0.041,-28.0,314.0,1.0407,3.32,0.56,8.8,2,7,1.0
2,14.1,0.43,0.42,-9.1,0.035,18.0,86.0,0.9908,3.0,0.39,6.1,-1,8,1.0
3,7.0,-0.54,0.39,6.2,-0.078,297.0,89.0,0.9928,3.21,0.35,12.2,-2,8,1.0
3,7.1,0.18,1.53,-3.9,-0.241,48.0,552.0,1.01601,3.35,0.78,9.1,0,8,2.0
4,7.0,-1.03,0.24,1.8,-0.07,-70.0,91.0,0.94236,3.13,-0.22,20.3,0,7,3.0
5,9.4,-1.11,-2.57,6.2,-0.264,47.0,522.0,1.06762,3.22,0.56,11.0,1,7,4.0
2,2.0,0.27,0.28,26.45,-1.08,3.0,366.0,1.02343,4.05,0.3,9.8,0,8,2.0
0,6.7,0.24,0.3,55.1,0.53,-154.0,179.0,0.99666,3.53,0.28,8.9,-1,7,2.0
3,7.2,0.29,0.2,7.7,0.046,51.0,174.0,0.99582,3.84,0.52,6.8,0,8,1.0
3,6.9,0.19,-1.1,13.5,0.189,49.0,-231.0,0.99546,3.35,0.63,6.4,-1,7,1.0
4,7.8,0.3,0.29,7.45,0.054,208.0,135.0,1.02541,3.16,0.38,-4.0,0,8,3.0
4,6.0,0.3,-1.03,-17.7,-0.13,24.0,127.0,1.03871,3.32,-0.58,8.6,0,7,1.0
6,5.9,0.1,-0.06,6.0,0.039,166.0,-319.0,0.99511,2.69,0.55,10.5,1,7,2.0
3,1.8,-0.39,0.69,1.2,0.131,36.0,-257.0,0.96984,2.96,0.49,9.2,-1,8,2.0
5,8.1,0.36,0.59,13.6,0.051,-200.0,134.0,0.99886,2.96,-0.11,8.7,2,9,1.0
5,7.1,1.07,-0.6,-11.8,-0.96,44.5,-77.0,0.98428,3.81,1.49,10.2,1,8,4.0
4,-2.6,0.58,0.27,12.15,0.033,37.0,-276.0,0.94709,2.99,-1.53,8.4,0,9,2.0
4,-3.8,0.68,0.47,1.4,0.037,32.0,211.0,0.99022,3.29,3.81,12.0,0,7,2.0
3,6.3,0.27,0.46,31.0,-0.253,322.0,177.0,0.98444,3.25,0.67,9.4,0,7,1.0
3,9.4,-1.06,1.63,-61.3,0.079,9.0,419.0,0.9976,3.47,0.94,12.0,-1,10,2.0
4,6.1,0.27,0.3,8.2,0.189,-20.0,421.0,1.04335,3.16,1.68,4.4,0,7,2.0
3,14.9,0.6,2.06,14.4,-1.1,5.0,60.0,1.00872,4.19,2.12,7.3,0,14,1.0
5,10.5,1.49,0.31,-1.2,0.036,45.0,145.0,0.99216,2.98,-0.69,15.2,0,8,2.0
5,-0.9,0.23,-0.88,-49.8,0.777,97.0,320.0,1.04323,1.43,0.81,10.1,0,7,3.0
5,1.7,0.27,0.19,1.7,-0.183,295.0,110.0,0.9898,2.3,0.47,12.6,0,6,1.0
0,-2.1,0.27,-0.96,8.1,0.043,236.0,228.0,1.00113,3.96,0.17,10.4,1,10,1.0
4,-4.2,0.32,1.46,-87.8,0.114,-278.0,146.0,0.9934,2.2,0.79,5.1,0,7,2.0
4,7.2,1.33,-1.68,10.4,-0.263,-164.0,114.0,1.02763,4.06,1.84,10.5,1,8,3.0
3,-2.4,0.74,1.69,29.1,0.05,26.0,424.0,0.92119,3.05,0.53,13.1,-1,8,2.0
4,3.3,1.15,0.26,31.7,0.372,23.0,90.0,0.9944,3.13,0.75,10.6,1,8,1.0
5,16.4,-0.94,-0.38,1.2,-0.252,28.0,101.0,0.99035,2.16,0.43,14.4,1,9,2.0
0,-15.2,1.61,0.74,-55.3,-0.147,17.0,96.0,0.9962,3.05,1.51,4.7,-1,9,1.0
4,6.3,0.22,0.28,3.2,-0.43,38.0,102.0,0.99181,3.14,0.37,11.1,-1,7,1.0
3,6.5,0.85,0.35,5.7,0.043,47.0,197.0,0.99392,3.24,-1.2,5.9,-1,7,3.0
4,5.4,0.18,0.24,-0.1,0.041,30.0,-58.0,0.9969,2.66,-0.28,9.4,0,6,2.0
3,6.9,0.34,0.58,1.4,0.285,-447.0,145.0,1.01441,3.45,0.52,13.7,0,8,2.0
4,7.4,0.6,-1.27,2.1,0.659,17.0,91.0,0.99297,2.76,1.97,9.8,0,8,3.0
4,10.0,0.53,0.26,9.9,0.532,275.0,181.0,0.9955,2.91,1.01,10.6,0,8,1.0
2,10.2,0.93,0.45,8.6,-0.191,131.0,187.0,1.02236,2.72,0.59,10.2,0,11,1.0
5,19.2,-0.94,0.27,2.6,0.035,39.0,120.0,0.94996,3.32,-0.22,9.0,0,8,3.0
4,7.3,0.23,0.34,9.3,0.567,19.0,410.0,0.95948,3.04,0.56,10.0,1,8,2.0
0,3.9,0.03,1.15,-38.5,-0.421,-136.0,79.0,1.00356,5.76,-0.21,7.5,0,8,1.0
4,5.9,1.87,0.27,9.0,0.051,43.0,182.0,1.03247,3.25,0.53,7.8,0,6,2.0
3,8.0,-1.33,0.82,2.3,0.225,10.0,281.0,1.01587,2.2,0.52,12.1,0,9,3.0
3,9.5,1.55,0.42,13.7,-0.313,222.0,213.0,1.02669,3.9,2.16,9.2,0,8,3.0
4,6.3,-0.08,0.41,-16.2,0.046,52.0,51.0,0.99537,3.12,2.2,5.0,1,8,1.0
2,17.5,0.39,0.23,7.0,0.033,29.0,126.0,0.98573,2.8,-0.04,10.5,-1,8,1.0
5,6.9,0.23,0.36,-48.3,0.03,176.0,121.0,0.98051,2.14,0.99,18.0,0,6,2.0
0,15.6,0.62,0.12,1.8,-0.098,38.0,46.0,0.99504,3.31,0.89,11.8,0,9,1.0
4,7.6,-1.01,-0.71,-44.7,0.422,-122.0,57.0,0.9966,3.07,-0.89,9.8,1,8,1.0
4,-1.4,-0.79,0.36,10.0,0.313,33.0,169.0,0.9982,3.43,1.28,11.8,0,9,2.0
3,15.1,0.43,0.23,1.1,0.054,5.0,110.0,0.9939,2.81,1.66,15.0,1,7,1.0
6,5.8,1.72,-1.2,33.1,0.049,75.0,-67.0,0.97343,2.51,1.62,19.0,1,6,4.0
4,-2.8,0.14,-0.85,-86.5,0.041,22.0,401.0,0.96771,2.68,0.54,6.3,0,7,1.0
5,8.4,0.25,-0.41,20.5,0.052,25.0,466.0,0.99782,3.61,0.45,9.2,1,7,4.0
4,5.6,0.485,0.16,12.55,0.051,193.0,115.0,1.01853,4.15,0.38,12.0,0,6,3.0
4,10.6,0.29,1.01,6.2,0.467,182.0,6.0,0.9971,3.38,-1.02,15.8,0,8,1.0
4,6.2,0.31,0.26,4.8,0.843,-64.0,148.0,0.9928,3.21,0.65,12.3,0,7,2.0
4,-4.2,-0.29,0.19,62.9,0.601,51.0,131.0,0.99184,3.66,0.39,3.8,1,7,2.0
4,0.9,0.29,0.24,-55.4,0.3,41.0,95.0,0.95082,2.9,1.02,13.8,-1,7,2.0
0,5.2,-0.44,-1.14,2.5,0.077,6.0,14.0,0.97069,2.71,0.18,11.0,1,7,2.0
6,6.9,0.3,0.72,17.7,-0.552,26.0,119.0,0.9925,3.25,0.81,6.1,0,8,4.0
2,22.6,0.85,1.0,-43.6,0.022,53.0,-237.0,0.98101,3.21,0.34,11.0,-1,7,1.0
3,4.9,0.34,-0.5,-3.0,0.022,-208.0,151.0,0.97151,4.18,0.49,8.6,0,9,1.0
0,2.9,1.76,0.01,1.6,0.049,14.0,132.0,1.02667,1.68,0.49,4.9,0,7,1.0
3,5.6,1.55,0.32,-12.9,0.79,19.0,486.0,0.99068,3.69,0.51,5.0,-1,6,3.0
3,7.9,-0.71,1.39,-40.5,0.302,-6.0,157.0,0.9953,3.77,0.48,15.3,-1,9,2.0
4,21.3,-1.96,1.01,-7.8,0.369,69.0,-123.0,1.03665,3.72,0.75,13.0,0,7,2.0
2,6.4,0.24,0.04,65.6,0.054,173.0,348.0,1.0072,3.18,0.5,3.4,-1,7,1.0
5,-4.0,0.24,1.0,63.9,0.033,124.0,-429.0,1.02198,3.39,0.38,17.5,-1,6,1.0
2,7.9,0.24,-1.06,-30.2,0.047,60.0,569.0,1.04665,3.18,0.68,5.1,-1,7,2.0
5,7.1,1.88,-0.58,-3.9,0.067,320.0,-195.0,0.9986,3.07,-0.22,2.7,0,8,3.0
0,-2.1,0.495,0.05,-7.7,-0.512,25.0,267.0,1.0079,4.12,0.48,17.3,2,9,1.0
6,6.8,0.18,0.28,9.8,-0.032,141.0,113.0,0.95777,3.41,0.45,10.9,1,7,3.0
2,6.9,0.3,-0.71,9.2,0.056,49.0,-142.0,0.99827,3.11,0.11,3.5,-1,7,2.0
2,-3.3,0.16,0.14,1.3,0.632,-226.0,358.0,0.9915,3.0,0.44,11.4,-2,8,1.0
3,0.4,-0.41,1.88,-3.95,0.043,36.0,156.0,0.99061,2.93,0.47,8.9,0,8,1.0
5,3.5,0.93,0.27,15.5,0.288,25.0,135.0,0.96408,3.77,0.43,8.7,0,8,4.0
5,6.9,-0.92,0.31,18.4,0.977,21.0,93.0,0.99124,2.97,0.48,13.4,0,8,3.0
4,6.1,0.24,-2.18,7.6,0.59,48.0,-93.0,0.9958,4.62,2.25,12.3,-1,7,1.0
4,8.0,1.1,0.28,-4.5,0.051,21.0,-38.0,0.9957,3.06,-0.14,8.2,-1,9,2.0
0,14.8,0.38,0.57,2.3,-0.186,209.0,-102.0,0.9581,3.36,0.28,14.7,1,8,1.0
3,13.1,-0.27,0.41,7.3,-0.055,24.0,-306.0,0.97551,4.31,-0.49,10.8,0,8,1.0
4,-5.8,1.36,-0.37,2.0,0.533,-75.0,142.0,0.94662,2.53,1.52,13.1,-1,7,1.0
4,15.7,2.465,0.14,1.3,0.036,-22.0,145.0,0.99212,2.18,0.64,10.5,1,5,1.0
7,17.7,0.35,0.3,5.55,0.291,42.0,216.0,1.02244,3.14,0.38,12.7,1,9,4.0
2,6.6,0.32,0.47,35.6,-0.366,27.0,281.0,0.94705,2.78,0.56,9.0,-1,7,2.0
0,13.4,0.28,0.57,-63.7,0.405,-1.0,115.0,0.9918,3.27,0.33,11.7,-1,7,1.0
4,5.9,-0.49,0.32,50.9,0.034,-179.0,262.0,0.98952,3.16,0.56,19.1,0,6,1.0
4,19.3,0.28,0.3,10.7,0.044,61.0,222.0,0.9972,4.49,0.5,5.1,0,8,2.0
3,9.7,-2.73,0.4,-41.5,0.079,19.0,112.0,1.03273,2.87,-0.04,11.2,-1,9,1.0
4,-0.5,0.23,0.41,14.6,0.048,73.0,335.0,0.98382,3.16,0.97,9.4,0,8,2.0
4,9.7,0.24,0.78,10.4,0.469,11.0,59.0,0.9926,2.74,0.99,10.8,0,10,2.0
3,10.0,0.2,0.46,1.4,-0.264,19.0,-148.0,0.994,3.0,-0.77,10.4,-1,11,2.0
5,7.0,0.28,1.03,-43.1,-0.293,47.0,-185.0,0.98836,3.56,1.4,13.0,0,7,2.0
0,1.7,-0.92,0.64,2.4,0.107,-184.0,-202.0,1.04837,3.09,0.66,11.8,0,12,1.0
5,6.2,2.84,0.36,40.0,-0.076,37.0,130.0,0.97967,3.23,0.87,8.8,1,7,3.0
2,5.15,0.53,-1.09,6.2,0.021,20.0,80.0,0.99076,3.39,0.47,16.8,-1,7,2.0
4,-1.8,0.19,0.31,14.5,0.045,3.0,109.0,0.9782,1.76,0.5,9.2,0,8,2.0
2,7.0,-0.16,0.07,1.1,-0.266,-77.0,314.0,0.991,4.18,0.9,10.1,-1,8,2.0
5,5.8,0.385,-0.9,3.7,0.031,113.0,122.0,0.96358,3.2,1.29,11.2,1,6,3.0
3,-13.9,-0.97,-0.65,-17.8,-0.043,23.0,-159.0,1.02838,3.17,0.66,14.1,0,8,1.0
3,-1.3,-0.31,0.37,23.3,0.031,13.0,-278.0,1.01619,3.71,0.46,17.1,0,7,1.0
4,6.8,-0.19,-0.57,12.8,0.062,135.0,171.0,0.99808,3.0,3.92,5.6,-1,7,1.0
5,4.5,0.5,0.33,-9.9,-0.166,285.0,421.0,0.99478,3.36,0.47,9.3,1,6,2.0
4,-12.8,0.42,1.77,9.6,0.057,50.0,219.0,0.9978,3.39,-1.07,13.4,0,7,2.0
4,6.9,0.13,0.57,-8.8,-0.424,60.0,150.0,1.02408,2.91,-1.31,9.4,0,7,2.0
3,6.8,0.04,0.39,-52.1,0.036,15.0,115.0,0.96981,3.27,2.13,8.7,0,7,1.0
4,-15.5,0.38,-0.49,-41.5,0.324,25.0,137.0,0.9938,3.11,0.69,10.4,0,7,2.0
5,6.2,-0.99,-0.96,49.3,-0.49,94.0,-224.0,0.99364,3.18,-0.05,11.9,1,7,3.0
4,5.3,1.66,1.24,1.2,0.048,25.0,119.0,1.02043,3.32,0.62,11.3,0,6,2.0
4,15.3,1.5,1.33,-16.1,-0.544,30.0,356.0,0.95706,3.24,-0.46,9.0,1,7,1.0
5,7.7,0.98,-1.22,11.2,0.432,-247.0,471.0,1.00109,3.12,0.43,11.3,0,8,2.0
2,6.7,0.64,0.3,1.2,-0.491,-46.0,-150.0,0.9892,3.01,0.6,12.9,0,8,2.0
3,6.1,-0.59,0.04,-33.8,0.036,23.0,-53.0,0.98891,3.82,0.29,13.6,-1,7,2.0
6,6.2,1.53,0.35,13.9,0.057,45.0,140.0,0.96253,2.94,0.41,6.2,0,8,3.0
2,6.8,1.28,-0.41,-14.3,0.046,6.0,88.0,1.01651,3.34,-1.05,16.6,0,7,2.0
5,6.1,0.18,-1.13,-33.4,0.036,40.0,115.0,0.91113,3.27,0.55,9.5,0,7,2.0
6,8.0,-0.76,0.35,82.1,-0.133,53.0,526.0,0.94912,2.53,0.56,15.3,1,9,2.0
3,0.0,1.51,1.49,-110.2,0.073,-271.0,11.0,0.99425,3.75,0.54,18.3,0,7,1.0
4,17.9,-0.29,0.49,2.5,0.047,20.0,130.0,0.99178,3.15,0.48,11.1,1,8,2.0
2,5.9,0.38,0.41,-17.3,0.047,227.0,454.0,0.9917,3.33,-0.35,5.3,-2,7,2.0
5,3.6,0.15,0.71,-25.6,0.573,67.0,-600.0,0.94448,3.14,0.32,3.6,0,7,2.0
8,0.2,0.26,-1.07,2.2,0.635,31.0,113.0,1.01963,2.93,1.2,8.6,1,8,4.0
6,6.3,0.1,0.28,2.4,-0.271,13.0,102.0,0.98998,3.14,0.37,11.6,1,7,3.0
4,7.2,0.38,-0.57,-38.4,0.489,434.0,186.0,0.9956,2.34,0.37,14.0,0,8,2.0
3,8.5,0.64,0.08,-13.7,0.043,26.0,-125.0,0.9972,4.66,2.15,8.9,1,8,2.0
0,6.3,1.58,0.32,61.9,0.04,-153.0,-150.0,0.99182,3.24,0.43,18.1,1,7,1.0
0,6.6,0.37,0.07,1.4,0.048,-10.0,144.0,0.97769,2.65,-0.71,14.3,0,7,1.0
2,7.5,1.59,0.33,-22.3,0.409,-5.0,-100.0,1.01721,2.89,0.48,7.8,-1,9,1.0
2,10.1,0.38,-1.0,-20.8,0.119,7.0,-46.0,1.01513,3.73,0.41,12.6,-2,8,1.0
4,6.6,0.24,0.38,12.75,0.034,8.0,412.0,0.99386,2.26,1.75,8.2,0,7,2.0
3,6.8,0.64,0.2,70.6,0.052,-111.0,235.0,0.9935,3.09,0.54,10.8,0,7,1.0
4,8.4,0.17,0.31,5.4,0.346,313.0,150.0,1.03379,3.9,0.38,9.8,1,9,2.0
5,24.7,0.785,0.0,3.4,0.036,23.0,134.0,0.98981,4.29,0.92,16.8,1,5,2.0
2,4.9,-0.93,0.31,5.3,0.043,93.0,4.0,0.95441,3.35,-0.2,10.5,-1,7,1.0
3,2.9,0.33,0.39,12.4,0.065,29.0,444.0,0.9974,4.24,0.39,11.8,0,8,2.0
3,6.6,0.19,0.43,10.9,0.359,44.0,154.0,1.00382,2.42,0.77,7.0,-1,7,1.0
3,7.5,0.28,0.67,-7.7,0.041,53.0,161.0,0.98967,2.29,0.17,8.7,0,9,2.0
3,6.4,0.45,1.16,57.9,0.421,214.0,131.0,0.9905,2.97,0.28,10.8,0,7,2.0
4,7.8,0.89,0.33,18.1,0.207,-316.0,466.0,0.99692,3.07,0.58,9.6,0,8,2.0
4,7.3,0.26,-1.17,5.2,0.04,31.0,141.0,0.95104,3.16,0.59,11.0,0,8,3.0
4,8.8,1.78,-0.79,-18.9,0.032,-153.0,125.0,0.99253,3.76,0.81,12.0,1,7,1.0
5,13.1,0.69,1.06,-25.9,-0.058,164.0,-65.0,0.94758,3.16,0.39,11.4,0,8,3.0
4,16.2,-0.68,1.94,11.0,0.047,37.0,427.0,0.98294,2.99,0.97,15.0,1,8,3.0
4,0.3,1.76,0.27,11.6,0.554,82.0,67.0,0.99314,2.96,0.38,18.9,0,7,1.0
2,7.1,0.35,0.36,11.95,-0.262,105.0,111.0,1.04422,5.63,1.35,11.5,-1,8,1.0
3,6.7,0.3,0.21,12.1,0.103,144.0,127.0,1.03595,3.09,0.53,11.5,-1,8,1.0
3,6.8,0.17,-0.53,2.0,-0.058,38.0,283.0,0.99314,2.14,1.71,16.4,-1,7,2.0
2,0.3,0.16,0.25,-25.5,-0.589,59.5,3.0,0.995,3.16,1.55,10.8,-2,7,1.0
2,6.1,0.43,0.14,13.5,-0.219,96.0,207.0,0.96339,3.07,0.34,9.2,0,7,1.0
3,7.1,-0.34,0.17,13.9,0.967,-165.0,162.0,1.02653,2.91,3.52,9.0,-1,7,2.0
5,19.3,1.045,0.36,1.2,0.552,65.0,80.0,0.9913,1.91,0.36,14.4,0,9,3.0
2,8.3,-1.32,-0.89,39.9,-0.413,100.0,-26.0,0.9937,3.32,0.52,9.6,-1,9,1.0
3,20.3,0.49,-0.36,17.8,-0.087,299.0,630.0,1.01626,2.98,2.68,15.2,0,10,1.0
4,-4.1,-0.27,0.49,9.9,0.054,275.0,570.0,0.9937,3.01,0.28,13.0,0,8,2.0
4,18.0,0.16,1.71,-54.9,-0.311,29.0,-209.0,0.98972,3.23,0.36,12.1,0,7,2.0
3,6.9,0.3,1.0,-68.2,-0.263,40.0,156.0,0.98968,4.15,0.36,10.2,-1,8,2.0
4,0.9,-0.25,-0.95,8.2,0.756,-546.0,98.0,0.99234,2.99,1.65,11.4,0,7,3.0
7,5.9,1.51,0.32,6.0,-0.041,-111.0,127.0,0.97282,3.91,0.58,12.5,2,7,4.0
4,-5.2,-1.26,1.89,1.0,0.106,6.0,94.0,0.9912,2.44,-0.13,8.2,0,7,2.0
3,7.7,0.34,0.58,-95.7,0.039,160.0,-98.0,0.9978,3.51,0.49,15.1,0,9,2.0
6,18.6,0.04,0.49,11.8,0.048,-206.0,330.0,0.9968,3.09,0.46,7.0,1,9,3.0
3,6.6,-1.13,-2.94,1.5,0.18,361.0,52.0,0.98925,2.14,-1.31,14.6,-1,7,2.0
4,6.2,0.83,-0.08,32.9,0.533,64.0,578.0,0.9951,3.59,0.36,9.3,0,7,2.0
3,6.4,0.29,1.13,3.6,0.2,75.0,-100.0,0.99942,3.02,0.41,9.1,0,7,2.0
5,7.4,0.24,0.26,-4.8,-0.247,24.0,127.0,1.03003,2.99,0.5,16.5,0,8,3.0
4,14.4,-0.15,0.28,5.7,-0.11,203.0,204.0,0.98484,3.17,0.64,12.5,0,8,2.0
5,7.6,-1.05,0.83,12.8,0.271,-189.0,96.0,0.96851,3.08,0.29,5.0,1,8,3.0
3,7.2,0.1,0.46,6.4,0.036,17.0,-208.0,1.00872,3.1,1.26,11.7,-1,8,1.0
3,4.0,0.7,0.26,-23.6,0.018,26.0,124.0,0.99428,2.1,0.5,15.5,-1,7,1.0
4,17.4,0.2,-2.62,-98.5,0.049,-126.0,93.0,0.9928,3.15,0.42,15.3,0,6,1.0
3,11.7,-0.9,-0.24,-50.0,0.03,43.5,133.0,1.05106,3.03,0.56,11.0,0,9,1.0
0,9.8,-0.45,0.39,-17.6,0.583,-221.0,65.0,0.99729,2.71,-0.49,15.6,1,11,1.0
4,10.4,0.55,-0.44,2.7,0.091,36.0,-34.0,1.01155,3.22,2.31,9.2,0,11,3.0
